2020/8/7 20:18:52,2955
2020/8/7 20:18:52,3100
2020/8/7 20:18:52,3555
2020/8/7 20:18:52,2955
2020/8/7 20:18:52,3100
2020/8/7 20:18:52,3555
2020/8/7 20:18,2955,2020/8/7 20:18,2955,2020/8/7 20:18,2955,2020/8/7 20:18,2955,2020/8/7 20:18,2955
2020/8/7 20:18,3100,2020/8/7 20:18,3100,2020/8/7 20:18,3100,2020/8/7 20:18,3100,2020/8/7 20:18,3100
2020/8/7 20:18,3555,2020/8/7 20:18,3555,2020/8/7 20:18,3555,2020/8/7 20:18,3555,2020/8/7 20:18,3555
2020/8/7 20:18,2955,2020/8/7 20:18,2955,2020/8/7 20:18,2955,2020/8/7 20:18,2955,2020/8/7 20:18,2955
2020/8/7 20:18,3100,2020/8/7 20:18,3100,2020/8/7 20:18,3100,2020/8/7 20:18,3100,2020/8/7 20:18,3100
2020/8/7 20:18,3555,2020/8/7 20:18,3555,2020/8/7 20:18,3555,2020/8/7 20:18,3555,2020/8/7 20:18,3555
2020/8/7 20:18:52,2955
2020/8/7 20:18:52,3100
2020/8/7 20:18:52,3555
2020/8/7 20:18:52,2955
2020/8/7 20:18:52,3100
2020/8/7 20:18:52,3555
2020/8/7 20:18:52,2955
2020/8/7 20:18:52,3100
2020/8/7 20:18:52,3555
2020/8/7 20:18:52,2955
2020/8/7 20:18:52,3100
2020/8/7 20:18:52,3555
